,size,H,name,slope,intercept,r_value
661,6000,0.8,0.80_14,0.04668634816606172,90.36196030929756,0.008818665672144763
662,6500,0.8,0.80_14,-0.038671593356877414,91.30534132167624,-0.007821882017323662
663,7000,0.8,0.80_14,-0.2196551506491876,89.78512942203201,-0.048665462293870865
664,7500,0.8,0.80_14,-0.3430889438044877,89.66832086162725,-0.08320268113450638
665,8000,0.8,0.80_14,-0.3406137365981565,89.04471527314934,-0.08533090992131723
666,8500,0.8,0.80_14,-0.24495694864361753,84.43691565556773,-0.06334581828114035
667,9000,0.8,0.80_14,-0.2037744125333125,87.30504769430613,-0.056414463554240034
668,9500,0.8,0.80_14,-0.39671316908211535,100.08398749616099,-0.10083894729800068
669,10000,0.8,0.80_14,-0.30846138173661136,100.11778177769335,-0.07685529849234153
670,10500,0.8,0.80_14,-0.23968725537739283,98.88371117064128,-0.05808772146323664
671,11000,0.8,0.80_14,-0.15721227042064187,97.03969567539379,-0.037764706171908274
672,11500,0.8,0.80_14,-0.08587370081271621,98.46404072294116,-0.01959142900474806
673,12000,0.8,0.80_14,-0.03882523636562281,98.51263707066421,-0.008507208112401646
674,12500,0.8,0.80_14,-0.003675761131989313,97.96332509043934,-0.0008244994056450069
675,13000,0.8,0.80_14,0.14254744519551182,94.77574654802085,0.0335719721160352
676,13500,0.8,0.80_14,0.251824525902855,93.50842055651641,0.06870780455573626
677,14000,0.8,0.80_14,0.28525591447268167,93.56640844877874,0.09230707330762689
678,14500,0.8,0.80_14,0.258875055374145,93.85544679990002,0.10425273599457556
679,15000,0.8,0.80_14,0.18843109363352942,94.40071522849313,0.08961037195634404
680,15500,0.8,0.80_14,0.019118775615817814,95.95825221599648,0.009904721287914161
681,16000,0.8,0.80_14,-0.44509701462837126,103.12070648604082,-0.19615766091069312
682,16500,0.8,0.80_14,-0.5239352058776189,106.8721809303765,-0.21663972829936443
683,17000,0.8,0.80_14,-0.49113355000416525,107.13651810763804,-0.20215680559127697
684,17500,0.8,0.80_14,-0.4833014723511321,108.8372226845145,-0.1939807331316707
685,18000,0.8,0.80_14,-0.5344763451637838,113.3299473276023,-0.1976645322790167
686,18500,0.8,0.80_14,-0.540371269788411,114.81639877479546,-0.19123538084170402
687,19000,0.8,0.80_14,-0.5196001718867304,112.41623741794331,-0.1838180075992848
688,19500,0.8,0.80_14,-0.4899925932113178,110.403143673608,-0.17383823253192474
689,20000,0.8,0.80_14,-0.4456294075494951,108.82178019461372,-0.15926912515134325
690,20500,0.8,0.80_14,-0.4234536240452816,108.31380141288079,-0.15252427834562865
691,21000,0.8,0.80_14,-0.4070116676194355,108.46204597340274,-0.1471322563204914
692,21500,0.8,0.80_14,-0.4121643632348299,131.15185721902657,-0.12357616595709175
693,22000,0.8,0.80_14,-0.24777840930971845,170.07392749188529,-0.058667113960845486
694,22500,0.8,0.80_14,-0.17599705981001543,185.91583823686523,-0.03879430444861405
695,23000,0.8,0.80_14,-0.22145540680462436,181.15841633514415,-0.04958090777230114
696,23500,0.8,0.80_14,-0.25703123255582105,176.5108691536629,-0.057876486588835645
697,24000,0.8,0.80_14,-0.21845559541299892,180.84188916274533,-0.049888787959655345
698,24500,0.8,0.80_14,-0.11245734564659791,190.94369662169444,-0.025634611414137677
699,25000,0.8,0.80_14,-0.07465574442389665,196.00075338956353,-0.01715434022199457
700,500,0.8,0.80_15,-0.28641170538389354,27.97894474223365,-0.08917800589097763
701,1000,0.8,0.80_15,-0.11791825845468538,23.7268293439036,-0.038805446144268584
702,1500,0.8,0.80_15,-0.30450691414970704,30.445899756455034,-0.07049652570323708
703,2000,0.8,0.80_15,-0.2432554341695339,29.77487561888117,-0.09153963060167614
704,2500,0.8,0.80_15,-0.07832078881061569,27.71444135679479,-0.10461866072884984
705,3000,0.8,0.80_15,-0.5156091748047786,35.53261311448483,-0.48937260633023966
706,3500,0.8,0.80_15,-0.4213759998167334,43.80874103195872,-0.36046691793951835
707,4000,0.8,0.80_15,-0.24887214717698342,51.76704036102762,-0.2241098118342085
708,4500,0.8,0.80_15,-0.4675018943119696,67.41417650222445,-0.2786742882519409
709,5000,0.8,0.80_15,-0.49978446019831474,84.98562049900417,-0.2505494741448948
710,5500,0.8,0.80_15,-0.4943377589363878,99.34969257135805,-0.21294941668270423
711,6000,0.8,0.80_15,-0.5018898984286364,122.7042711285559,-0.17866800644423886
712,6500,0.8,0.80_15,-0.4654195214125003,130.6085502827033,-0.15206624300072538
713,7000,0.8,0.80_15,-0.39481104821822754,125.87925363444448,-0.12862621665896798
714,7500,0.8,0.80_15,-0.3308142507287981,124.81650861618428,-0.10841324810263035
715,8000,0.8,0.80_15,-0.294637995417472,135.18013782217707,-0.09176776177834095
716,8500,0.8,0.80_15,-0.24051901061444408,143.8237420958713,-0.07048542537228449
717,9000,0.8,0.80_15,-0.198238796392902,140.79298710210264,-0.0579451262744633
718,9500,0.8,0.80_15,-0.10732657648090156,145.10619634613948,-0.03198738718137135
719,10000,0.8,0.80_15,-0.03170209693822528,152.0485997932725,-0.009985158127018659
720,10500,0.8,0.80_15,0.0762559922528052,162.38059283718576,0.02553534043237528
721,11000,0.8,0.80_15,0.06379873723719323,162.49925904998133,0.022989480577099024
722,11500,0.8,0.80_15,0.055050392789514055,163.504215049994,0.02059852908782341
723,12000,0.8,0.80_15,0.065721835792479,166.34029847977968,0.025252746043426613
724,12500,0.8,0.80_15,0.10719150006412602,171.10929456921727,0.042242819039984475
725,13000,0.8,0.80_15,0.17131286576225332,178.10255309573927,0.07013519749505535
726,13500,0.8,0.80_15,0.20569666428956182,182.20871175649862,0.08771288433179791
727,14000,0.8,0.80_15,0.12144423020103377,178.00562892064042,0.0509709728381455
728,14500,0.8,0.80_15,0.11992242869503078,180.14500444684253,0.049834479643785436
729,15000,0.8,0.80_15,0.12052666668226528,182.50408355180605,0.049256041230568676
730,15500,0.8,0.80_15,0.1473641877340163,184.99272741004484,0.06100145725679362
731,16000,0.8,0.80_15,0.09998339498896713,196.22915885901756,0.03675131193425757
732,16500,0.8,0.80_15,0.08691038077670776,234.1610251326481,0.024960631174596026
733,17000,0.8,0.80_15,0.13866104418464598,258.6540582443429,0.03642916384696727
734,17500,0.8,0.80_15,0.14634304787691887,259.342404843953,0.03767211662613376
735,18000,0.8,0.80_15,0.14070949842126343,256.59221676029074,0.03555835241582846
736,18500,0.8,0.80_15,0.1471857106801695,252.35029941080958,0.03708940305424974
737,19000,0.8,0.80_15,0.1943904708494231,257.071517056825,0.04946738062496611
738,19500,0.8,0.80_15,0.2146095956727847,260.9145337769978,0.05597594984520318
739,20000,0.8,0.80_15,0.19278884212879935,261.18475362774336,0.05129477786516054
740,20500,0.8,0.80_15,0.16717046347586548,262.0784639942428,0.044695603960149675
741,21000,0.8,0.80_15,0.11661154230103472,263.5558349258653,0.03057473717462533
742,21500,0.8,0.80_15,0.1309509525208647,266.6239261180811,0.0340921901270142
743,22000,0.8,0.80_15,0.15078200008046352,266.27751305119034,0.03917705495582553
744,22500,0.8,0.80_15,0.17786095336444088,267.7440069698821,0.04624573448882822
745,23000,0.8,0.80_15,0.20277019597058252,270.31202128709776,0.052909059584558674
746,23500,0.8,0.80_15,0.2184473333950833,274.1949109696187,0.05677454136880859
747,24000,0.8,0.80_15,0.23835147428957562,274.4787895939601,0.06188917009472492
748,24500,0.8,0.80_15,0.24171842171086283,285.37729143083993,0.06104965596143592
749,25000,0.8,0.80_15,0.2826216057140411,309.03717466193183,0.06719853261203702
750,500,0.8,0.80_16,0.03427245911451077,19.2982973919868,0.019433229590962272
751,1000,0.8,0.80_16,-0.07574416319247065,72.77932408371932,-0.013185942797017906
752,1500,0.8,0.80_16,-0.9811763803971765,69.50142114352911,-0.20815027813722467
753,2000,0.8,0.80_16,-1.0400015878387732,65.22075464357245,-0.22626527173682728
754,2500,0.8,0.80_16,-0.07972710056803536,45.54262680997477,-0.023970915552867452
755,3000,0.8,0.80_16,0.0761277873091641,43.61985339285457,0.0556915592625103
756,3500,0.8,0.80_16,-0.7201634682871225,59.535251529206704,-0.41336420767524085
757,4000,0.8,0.80_16,-1.2789552250748257,85.8184003433137,-0.44583177401826185
758,4500,0.8,0.80_16,-1.0995029866230681,81.08197913151031,-0.3754701228312196
759,5000,0.8,0.80_16,-1.1161952382943505,121.53497239189755,-0.2836774105666897
760,5500,0.8,0.80_16,-1.1482323150224096,117.10748781972117,-0.28119359123881416
761,6000,0.8,0.80_16,-1.1973132317343196,105.75287303837479,-0.28948890621639495
762,6500,0.8,0.80_16,-1.198903877749581,96.29192283434794,-0.2860643849180069
763,7000,0.8,0.80_16,-1.0706415653730466,90.43491713285812,-0.2557279393790283
764,7500,0.8,0.80_16,-0.7669763425744314,91.46199199649317,-0.19286642201397627
765,8000,0.8,0.80_16,-0.39141612639806017,98.83834070362778,-0.1117068617479374
766,8500,0.8,0.80_16,-0.3279546822864429,101.72825406238461,-0.10495586132087897
767,9000,0.8,0.80_16,-0.2184938014170783,105.46534556688688,-0.07438687920990414
768,9500,0.8,0.80_16,-0.34835488235628687,108.88119976675992,-0.11607857459608877
769,10000,0.8,0.80_16,-0.37045822341237594,112.62814870822072,-0.11803403380519842
770,10500,0.8,0.80_16,-0.3198298723577407,112.41945912013537,-0.1012448435067084
771,11000,0.8,0.80_16,-0.2776704975133406,113.67701586389222,-0.08653325024815942
772,11500,0.8,0.80_16,-0.2494934286883723,113.68644011135254,-0.07622260557280788
773,12000,0.8,0.80_16,-0.21117655461891033,144.7311047399465,-0.05238633443881899
774,12500,0.8,0.80_16,-0.2637857932823508,135.6899342351658,-0.06538264138038355
775,13000,0.8,0.80_16,-0.2789749372595767,129.7344580587333,-0.06878083727682686
776,13500,0.8,0.80_16,-0.2607208419288627,126.59976269778468,-0.06405957637229132
777,14000,0.8,0.80_16,-0.2455316085194651,128.28008639760426,-0.06019497036531301
778,14500,0.8,0.80_16,-0.24734691076080276,127.4417752088838,-0.06046487447507445
779,15000,0.8,0.80_16,-0.1500912164059677,140.02752166632354,-0.03562914837724244
780,15500,0.8,0.80_16,-0.20516971740896023,133.55184424949357,-0.049096496202055875
781,16000,0.8,0.80_16,-0.23897263932460128,128.30432088802425,-0.057305632756869625
782,16500,0.8,0.80_16,-0.24695473404700094,124.58664362161441,-0.059084678798589134
783,17000,0.8,0.80_16,-0.22569292836834395,128.50199938038065,-0.05400697499042953
784,17500,0.8,0.80_16,-0.22785842298597225,127.69931146516981,-0.05472250538141034
785,18000,0.8,0.80_16,-0.15645121958445407,135.51742271807373,-0.03708020214963455
786,18500,0.8,0.80_16,0.08789691115903873,161.60605690164542,0.019669094541651524
787,19000,0.8,0.80_16,0.0037008753742908255,154.065684771458,0.0008553930641513269
788,19500,0.8,0.80_16,-0.07346143512390865,146.73062587312032,-0.017350472840431105
789,20000,0.8,0.80_16,-0.07211895862893314,145.0851897670716,-0.01701574861002583
790,20500,0.8,0.80_16,-0.04060952884276631,148.38120091600746,-0.009566445382459477
791,21000,0.8,0.80_16,-0.049891082470224855,145.93614758215082,-0.011737180054826778
792,21500,0.8,0.80_16,-0.055991557919202545,143.48337185533737,-0.013147385595930887
793,22000,0.8,0.80_16,-0.0451648209203211,143.17929031584345,-0.010571423616301073
794,22500,0.8,0.80_16,-0.03736670887361024,143.5999769809462,-0.008698736007465764
795,23000,0.8,0.80_16,-0.03369194949492445,143.14725878890195,-0.007818795777920629
796,23500,0.8,0.80_16,-0.05870365774517477,139.78880167927224,-0.01363472617059429
797,24000,0.8,0.80_16,-0.06520091978416218,137.43346092371536,-0.015118732849865086
798,24500,0.8,0.80_16,-0.05108103203857845,136.36998567548537,-0.011836702474409757
799,25000,0.8,0.80_16,-0.028514848733804672,136.13547464153405,-0.006621562764575571
800,500,0.8,0.80_17,0.29468351932400794,21.134384468437347,0.14547853042637687
801,1000,0.8,0.80_17,-0.6835023021935271,35.07888268642031,-0.18632073063850355
802,1500,0.8,0.80_17,0.23636198003957135,48.448791339056065,0.10285599075099415
803,2000,0.8,0.80_17,-0.4969747850935176,65.77413620543233,-0.11757415930928104
804,2500,0.8,0.80_17,0.1348813220154329,109.74302799605182,0.024777966696094528
805,3000,0.8,0.80_17,-0.2097552929588791,99.62987170637635,-0.04708388317982217
806,3500,0.8,0.80_17,-0.45200927763086357,94.20854394490686,-0.11822064202986991
807,4000,0.8,0.80_17,-0.5713627975064997,87.20003939914182,-0.15469420734842085
808,4500,0.8,0.80_17,-0.4463869196658184,81.39934514984286,-0.12108402862223056
809,5000,0.8,0.80_17,-0.3069319802718252,81.5977957965524,-0.08437866195615325
810,5500,0.8,0.80_17,-0.12305620860193017,80.29565683622307,-0.03413149361464747
811,6000,0.8,0.80_17,0.11398176912133025,79.1000034111507,0.033954069257601416
812,6500,0.8,0.80_17,0.2519841833776002,80.1022403792596,0.09221251134185134
813,7000,0.8,0.80_17,0.2539823861482867,80.17667620177694,0.12557879016172863
814,7500,0.8,0.80_17,0.14383878279895362,78.6643625359313,0.09351024258033086
815,8000,0.8,0.80_17,0.17267493236847187,79.41178008583016,0.14341459162479317
816,8500,0.8,0.80_17,0.11503415237296594,78.47418309638465,0.11288992469528261
817,9000,0.8,0.80_17,-0.07026709205829318,76.13724255971488,-0.06589550302510462
818,9500,0.8,0.80_17,-0.1811740283399261,77.85474466507486,-0.14995439473341302
819,10000,0.8,0.80_17,-0.1129553820885241,80.73921271380318,-0.09845830923779293
820,10500,0.8,0.80_17,-0.05996283920727802,83.29285915018008,-0.05681835083624125
821,11000,0.8,0.80_17,-0.008005624600783658,86.25906184502874,-0.008283443123413415
822,11500,0.8,0.80_17,-0.025348301586710625,85.60582134865487,-0.028243015380890937
823,12000,0.8,0.80_17,-0.12514879099164644,82.98709179560166,-0.12840892496155426
824,12500,0.8,0.80_17,-0.08726645185623187,85.3343040693324,-0.09411550330466156
825,13000,0.8,0.80_17,-0.07000780563834902,87.5679654326095,-0.07730965226396497
826,13500,0.8,0.80_17,-0.062262778318624194,89.13806039589957,-0.07054527789658709
827,14000,0.8,0.80_17,-0.2571955554522929,93.10542053597268,-0.187231601709405
828,14500,0.8,0.80_17,-0.2409080932235007,96.04156727288051,-0.17057594518782895
829,15000,0.8,0.80_17,-0.20787797167710476,97.7167954555093,-0.14893682895747493
830,15500,0.8,0.80_17,-0.26505044161704955,114.31229806054637,-0.15404483429563104
831,16000,0.8,0.80_17,-0.35417339685092825,145.1943545429749,-0.15374360214851066
832,16500,0.8,0.80_17,-0.37998182429538885,173.7085532356468,-0.1402421381083643
833,17000,0.8,0.80_17,-0.3632717230032469,190.35399658092763,-0.12545587621498833
834,17500,0.8,0.80_17,-0.3466364466991285,236.0534730591222,-0.10272339929976246
835,18000,0.8,0.80_17,-0.31206906976167864,255.09844104344165,-0.08818250976499249
836,18500,0.8,0.80_17,-0.31469785567105885,253.27001238275184,-0.08762286276366923
837,19000,0.8,0.80_17,-0.33242710470515224,243.0395616298015,-0.09241454184404178
838,19500,0.8,0.80_17,-0.33866999435010303,237.4533181967246,-0.09376391107693348
839,20000,0.8,0.80_17,-0.2992743020878315,253.04759955300958,-0.08055198032971438
840,20500,0.8,0.80_17,-0.31642681513467225,245.34004720678382,-0.08492767523193598
841,21000,0.8,0.80_17,-0.31505230472291473,245.03895510198365,-0.08383545560378908
842,21500,0.8,0.80_17,-0.3331449992939563,235.77697586616415,-0.08861179415228353
843,22000,0.8,0.80_17,-0.34146357520536397,230.03131517576765,-0.09077520248530963
844,22500,0.8,0.80_17,-0.3451216317141959,223.41013965460252,-0.09150737843457697
845,23000,0.8,0.80_17,-0.3402224221301134,220.03096371959967,-0.09006975876344453
846,23500,0.8,0.80_17,-0.3318231754396807,217.92538680817694,-0.08776345078183637
847,24000,0.8,0.80_17,-0.3294346116470701,216.81674209852093,-0.08699826628986447
848,24500,0.8,0.80_17,-0.31924368971308165,222.6067470466096,-0.08411143744413531
849,25000,0.8,0.80_17,-0.31863540612649727,224.2972753608878,-0.08373581031944136
850,500,0.8,0.80_18,-0.2396710935152455,23.570257217221567,-0.12915776055196612
851,1000,0.8,0.80_18,0.3378652501211332,73.16030628504156,0.0905597759906649
852,1500,0.8,0.80_18,0.5820984579687323,88.09799090483625,0.2023963638194232
853,2000,0.8,0.80_18,0.4198458585963796,86.50512251046638,0.18474316247985353
854,2500,0.8,0.80_18,0.30921549652402786,103.48700405442389,0.09460988963374584
855,3000,0.8,0.80_18,0.8981168696768116,176.65133467593637,0.17522968782082046
856,3500,0.8,0.80_18,0.7664367814878182,153.4632322099245,0.14647743925435533
857,4000,0.8,0.80_18,0.7917935275416765,151.195562861784,0.14864528364972232
858,4500,0.8,0.80_18,1.1071600003596191,177.87165332390813,0.1916632909409693
859,5000,0.8,0.80_18,1.0034187746223067,162.9710672703166,0.17247664741059662
860,5500,0.8,0.80_18,1.333203910697381,192.53396076666345,0.21705620341681706
861,6000,0.8,0.80_18,0.7447244879884011,146.27777304455253,0.1324700054710949
862,6500,0.8,0.80_18,0.7418855246671734,149.65342487783045,0.13693683954216068
863,7000,0.8,0.80_18,0.41059068099086304,125.32691767253873,0.0832717807887799
864,7500,0.8,0.80_18,0.2688800543338004,112.87445757089252,0.05584330416387076
865,8000,0.8,0.80_18,0.5453613302965584,132.92998372733283,0.11475238954040524
866,8500,0.8,0.80_18,0.30838693330942685,119.32451209796956,0.07076604774521383
867,9000,0.8,0.80_18,0.09960218212137105,105.27231869824716,0.024137418808290716
868,9500,0.8,0.80_18,0.0024589025511950052,97.2559523830498,0.0006045324464343206
869,10000,0.8,0.80_18,-0.0025689294481151697,94.53044513350908,-0.0006290934691337487
870,10500,0.8,0.80_18,0.07399943574939129,101.55674014235393,0.018131870699520405
871,11000,0.8,0.80_18,0.08674319053403595,99.74346164724922,0.02119064478052963
872,11500,0.8,0.80_18,0.13861016843841908,99.86347605435833,0.03402394010181786
873,12000,0.8,0.80_18,0.19873284025457574,101.37773521392786,0.049413130742944934
874,12500,0.8,0.80_18,0.2589012954855409,103.62375261987957,0.06569254109673621
875,13000,0.8,0.80_18,0.19910977988040213,106.08980722934777,0.050891561004155775
876,13500,0.8,0.80_18,0.22637447046662953,107.18310780067364,0.057027066693123754
877,14000,0.8,0.80_18,0.30096297767570107,108.04631009450527,0.07684773967419707
878,14500,0.8,0.80_18,0.3891205187622555,110.60428190592077,0.10741950036205683
879,15000,0.8,0.80_18,0.3725779835416742,110.31977949824821,0.11848162765986237
880,15500,0.8,0.80_18,0.29085579775636955,107.69323216552961,0.10480158113407871
881,16000,0.8,0.80_18,0.26173954421206386,106.77571573825495,0.10676454562078971
882,16500,0.8,0.80_18,0.18164538242837028,104.00732804886788,0.08066020576734535
883,17000,0.8,0.80_18,0.17795081469347063,104.05146329281094,0.08688702547602888
884,17500,0.8,0.80_18,0.17490649373259992,104.42773243740426,0.09087480111980423
885,18000,0.8,0.80_18,0.2030203859680714,105.7984662274565,0.11466946670545222
886,18500,0.8,0.80_18,0.19869417803546996,105.6029285347629,0.12735108872702391
887,19000,0.8,0.80_18,0.1984218044097759,105.61903407908923,0.14661762661796207
888,19500,0.8,0.80_18,0.1905805378157894,105.10339659302414,0.16357745600822765
889,20000,0.8,0.80_18,0.04575934047794093,95.73377735214305,0.04319689963675695
890,20500,0.8,0.80_18,-0.1195669145002764,85.98637215352583,-0.11044422443270181
891,21000,0.8,0.80_18,-0.29279107660171283,76.84357978709289,-0.23983852668815275
892,21500,0.8,0.80_18,-0.5727451550383854,64.8844124106212,-0.35740680864022056
893,22000,0.8,0.80_18,-0.589769976163428,65.67238318245616,-0.35196379817943657
894,22500,0.8,0.80_18,-0.5520969332459784,67.34758819775098,-0.33307790305698015
895,23000,0.8,0.80_18,-0.5659633573474196,70.64455622006088,-0.32529494061899944
896,23500,0.8,0.80_18,-0.5508837775236198,72.53215571027228,-0.31192905724566156
897,24000,0.8,0.80_18,-0.5206861485148988,73.11155389707166,-0.2964060357591315
898,24500,0.8,0.80_18,-0.5235217080228551,76.50528627529853,-0.2890593661819243
899,25000,0.8,0.80_18,-0.4999685285447459,76.94310413425059,-0.2769496845633721
900,500,0.8,0.80_19,0.944307166347082,41.39502013353095,0.24905364538804603
901,1000,0.8,0.80_19,-0.43298862192157433,45.29716799589725,-0.1221821624111511
902,1500,0.8,0.80_19,-0.6022678418318045,44.03746984009219,-0.2543592863615876
903,2000,0.8,0.80_19,-0.22214493888145317,45.95374384821642,-0.11154146932753375
904,2500,0.8,0.80_19,-0.2700301320838364,45.739397890889855,-0.15330296462049975
905,3000,0.8,0.80_19,-0.1833474628916603,49.96561336252317,-0.09051278398707538
906,3500,0.8,0.80_19,0.002869319338223149,45.22961419114639,0.0016672474083754933
907,4000,0.8,0.80_19,0.03586080964386874,48.0360526805221,0.022483488572968002
908,4500,0.8,0.80_19,0.05024636622900595,49.39710256243281,0.03689486831343794
909,5000,0.8,0.80_19,0.1310511488490593,48.45650514978237,0.11630255623836273
910,5500,0.8,0.80_19,-0.11028777085511383,63.259062723789974,-0.06337363760778694
911,6000,0.8,0.80_19,-0.06861560117326437,71.78001404616415,-0.03435950339135627
912,6500,0.8,0.80_19,0.012480415228350064,73.55072285446492,0.006223370871828684
913,7000,0.8,0.80_19,0.12230777256094633,74.62174633110077,0.07066099976960406
914,7500,0.8,0.80_19,0.06720939272117793,73.93131011779352,0.048915689747594915
915,8000,0.8,0.80_19,0.03187364290597946,74.16734499524834,0.027556330153306444
916,8500,0.8,0.80_19,0.03992672059999311,75.22139300116896,0.040543315681384744
917,9000,0.8,0.80_19,0.002730161160387382,75.37293840171147,0.0030522414650391285
918,9500,0.8,0.80_19,-0.1038013309897848,73.42171664499986,-0.1124252695306341
919,10000,0.8,0.80_19,-0.11566670547413797,75.39434856710102,-0.12324478735962632
920,10500,0.8,0.80_19,-0.09702198782540726,77.1297660271728,-0.11145156550465102
921,11000,0.8,0.80_19,-0.11359123389267209,79.4081706690482,-0.12691617004974404
922,11500,0.8,0.80_19,-0.1461020784325981,81.79873147864802,-0.1496848945935551
923,12000,0.8,0.80_19,-0.11798228151109458,85.3447733304139,-0.12198578567973793
924,12500,0.8,0.80_19,-0.08140009957325084,88.19391952089731,-0.0882150051176194
925,13000,0.8,0.80_19,-0.06926890332590477,91.19073059830322,-0.07540129035914127
926,13500,0.8,0.80_19,-0.18876117516310859,94.96531866521215,-0.15672734766694787
927,14000,0.8,0.80_19,-0.23027991295281378,99.2964298660823,-0.16886761929681585
928,14500,0.8,0.80_19,-0.19361808980084,102.05267111912849,-0.14548978894617592
929,15000,0.8,0.80_19,-0.1725722634168067,104.12777642909634,-0.133345838113188
930,15500,0.8,0.80_19,-0.14432933417830734,106.95504753521891,-0.11460753692452864
931,16000,0.8,0.80_19,-0.14005145913618489,109.78598835068055,-0.11101760986633635
932,16500,0.8,0.80_19,-0.13720010041431682,115.69018995883314,-0.10372626674432474
933,17000,0.8,0.80_19,-0.1472306553547389,125.37623321723504,-0.10122312565963902
934,17500,0.8,0.80_19,-0.15179261158841956,132.78476028329956,-0.09706502823212779
935,18000,0.8,0.80_19,-0.1290822526732095,136.17579863059794,-0.08261191118357351
936,18500,0.8,0.80_19,-0.12237667149635281,145.4876992577768,-0.07380981648196648
937,19000,0.8,0.80_19,-0.10551347189961979,153.71043226813703,-0.061485109022940306
938,19500,0.8,0.80_19,-0.11763716374357211,173.5250681283331,-0.059939108069959404
939,20000,0.8,0.80_19,-0.12748319047177306,195.0955925599436,-0.05725871724542927
940,20500,0.8,0.80_19,-0.11230414956789662,195.23999441777005,-0.05034028667932369
941,21000,0.8,0.80_19,-0.0961599847206995,195.47290804559327,-0.043243914000593735
942,21500,0.8,0.80_19,-0.08176612465332557,197.16515801294995,-0.03679235201095226
943,22000,0.8,0.80_19,-0.06600849970153261,197.68448382059452,-0.029800464808686717
944,22500,0.8,0.80_19,-0.04945059368047165,198.756427098439,-0.02243039731867447
945,23000,0.8,0.80_19,-0.03613828150860022,200.4731414384142,-0.01645197781044393
946,23500,0.8,0.80_19,-0.015844351972887877,205.96719618349425,-0.007179353456726833
947,24000,0.8,0.80_19,0.005087277271669102,226.26509216167753,0.0021731747066199825
948,24500,0.8,0.80_19,0.018826383897397773,226.8998212878182,0.008035769306694907
949,25000,0.8,0.80_19,0.0341272607893824,227.9886010583565,0.014615437822580691
950,500,0.8,0.80_20,-0.7277472793220788,20.65227310508381,-0.22510209377799262
951,1000,0.8,0.80_20,-0.3044346956440582,19.966049454987704,-0.08619013482138202
952,1500,0.8,0.80_20,0.3782333932492443,25.5517285836677,0.06550022221979361
953,2000,0.8,0.80_20,1.418864352799299,27.99703310175204,0.22253369112923777
954,2500,0.8,0.80_20,0.8948427944498136,57.511446454884705,0.20617099977738731
955,3000,0.8,0.80_20,0.012968798700036274,61.88665717857616,0.004297196074264307
956,3500,0.8,0.80_20,-0.13078829322917246,60.18962369526657,-0.04565610171313269
957,4000,0.8,0.80_20,-0.05419725768801818,59.402293835328905,-0.018460060058893835
958,4500,0.8,0.80_20,0.029682593288408162,54.85586595678231,0.010052160539393267
959,5000,0.8,0.80_20,0.12129501735002092,50.744472363797016,0.04212158219952967
960,5500,0.8,0.80_20,0.2530077651788742,46.106512470107496,0.09805519229851917
961,6000,0.8,0.80_20,-0.16117193068824875,60.34010883683616,-0.07224046896501313
962,6500,0.8,0.80_20,-0.09106562238276474,58.74481536350718,-0.04342010353921664
963,7000,0.8,0.80_20,-0.049744483403984796,60.236799405357175,-0.02306539682001936
964,7500,0.8,0.80_20,0.05132304528490855,57.99264779149468,0.026839871528075918
965,8000,0.8,0.80_20,0.03207257205433434,58.82652669972039,0.018612342140753704
966,8500,0.8,0.80_20,-0.1282060545132242,65.617510174207,-0.06770668398252323
967,9000,0.8,0.80_20,-0.16132026939869315,73.67472292918309,-0.07076313351400036
968,9500,0.8,0.80_20,-0.10242605274643775,72.23517930243374,-0.046747619381484355
969,10000,0.8,0.80_20,-0.07734153170818417,72.05797545701445,-0.03642103362524937
970,10500,0.8,0.80_20,-0.013449288923656771,71.55110189955086,-0.00668871807187737
971,11000,0.8,0.80_20,0.02709997766024411,71.47721655291944,0.014343316916279372
972,11500,0.8,0.80_20,0.017243795766010036,71.87342079058713,0.009369622489298542
973,12000,0.8,0.80_20,0.06171528054430407,71.86235076224476,0.03524511502718017
974,12500,0.8,0.80_20,0.08901895855649596,72.01853762467725,0.05325547612478124
975,13000,0.8,0.80_20,0.10384889912402023,72.26633999676014,0.06663734259347977
976,13500,0.8,0.80_20,0.0508534175842876,72.07650751112173,0.03348503444055896
977,14000,0.8,0.80_20,-0.05862116276811311,80.95994378643788,-0.029907039296361338
978,14500,0.8,0.80_20,-0.1480694611999451,116.3699783529695,-0.043423264674064904
979,15000,0.8,0.80_20,-0.12906148323952452,133.3748396776573,-0.03225734966836122
980,15500,0.8,0.80_20,-0.133875486759542,131.5690038837083,-0.033211948859313174
981,16000,0.8,0.80_20,-0.1423498769955722,129.0308615427066,-0.03530329590837389
982,16500,0.8,0.80_20,-0.020347553142697494,145.18271363010345,-0.0047623928735242935
983,17000,0.8,0.80_20,0.12257346820128007,163.18874586508252,0.02685714702961373
984,17500,0.8,0.80_20,0.07487161534825106,159.21487148038486,0.016660813756759794
985,18000,0.8,0.80_20,0.09821653011946421,162.75621926653994,0.021778600360409135
986,18500,0.8,0.80_20,0.1781971011782889,171.94064511549254,0.03872991890628619
987,19000,0.8,0.80_20,1.1726352383851026,266.5575240952976,0.20079532395242342
988,19500,0.8,0.80_20,1.1846668798736437,281.2667894316883,0.2071295972872203
989,20000,0.8,0.80_20,0.8600028204674135,265.9636291476634,0.16525359035936077
990,20500,0.8,0.80_20,0.5698460829341297,250.82237739588697,0.11961662148741167
991,21000,0.8,0.80_20,0.3793908113329367,240.68485046449462,0.08532596543180357
