,size,H,name,slope,intercept,r_value
327,14000,0.8,0.80_7,0.22475843448677926,55.14319883265823,0.12554832506501437
328,14500,0.8,0.80_7,0.2236629634606931,53.24159959777174,0.12452487229345043
329,15000,0.8,0.80_7,0.23312105487301307,51.75778492440157,0.13057821865532876
330,15500,0.8,0.80_7,0.23234108047047286,52.30454872350507,0.13282831566715142
331,16000,0.8,0.80_7,0.22806881569173365,53.72648853439046,0.13364893418829793
332,16500,0.8,0.80_7,0.18411853442982376,62.587266340631786,0.10517911777370162
333,17000,0.8,0.80_7,0.20949184581646066,59.36152452788359,0.12348677278585712
334,17500,0.8,0.80_7,0.16951661867404255,64.49439496237412,0.10547055757006908
335,18000,0.8,0.80_7,0.1688865249462279,64.95630994619071,0.10910166008973049
336,18500,0.8,0.80_7,0.1631537389937836,66.32438925904945,0.10882173239472595
337,19000,0.8,0.80_7,0.08759564452099905,78.72561115947035,0.05405413523237611
338,19500,0.8,0.80_7,0.10201527725035411,77.11938767811336,0.06559371493288385
339,20000,0.8,0.80_7,0.10953186541437736,76.3902914012834,0.07335760931097635
340,20500,0.8,0.80_7,0.04303098777375095,86.35547509042021,0.02758721905002891
341,21000,0.8,0.80_7,0.06468193109615931,84.35801245334409,0.042084678300598824
342,21500,0.8,0.80_7,0.08784285246852615,81.94198637531632,0.05933117796569564
343,22000,0.8,0.80_7,0.10653373248567614,80.2366949016291,0.07688363109952737
344,22500,0.8,0.80_7,0.05321643360734932,85.11727813228644,0.04076536397031809
345,23000,0.8,0.80_7,0.02057358608673713,88.30693124103263,0.016465386339088225
346,23500,0.8,0.80_7,-0.022741560773541513,92.66098948767501,-0.01830803109733026
347,24000,0.8,0.80_7,-0.0060899738081703885,91.242116806525,-0.005096959732371009
348,24500,0.8,0.80_7,0.0064480599640834016,90.3010819375433,0.005566461995082455
349,25000,0.8,0.80_7,0.013018585383111842,89.88381374260474,0.011564285439994002
350,500,0.8,0.80_8,0.2980506253059506,39.27650601538031,0.04210911064441868
351,1000,0.8,0.80_8,-0.10278535377112166,41.61226226287779,-0.02470870466112258
352,1500,0.8,0.80_8,-0.4119811353879345,39.26312487776485,-0.13640341603899206
353,2000,0.8,0.80_8,0.5891360880631565,51.26921614453445,0.19231047303078183
354,2500,0.8,0.80_8,-0.09409812312690734,58.713085908434834,-0.04941869811557866
355,3000,0.8,0.80_8,0.09067542260324948,65.22735905355977,0.04984332674461518
356,3500,0.8,0.80_8,0.04383395268547796,82.242501028898,0.025250816442103453
357,4000,0.8,0.80_8,-0.11024222314016449,88.21997440495312,-0.08081821567737572
358,4500,0.8,0.80_8,-0.1714856241704522,91.3885858858269,-0.1480784091111629
359,5000,0.8,0.80_8,-0.1629535272110277,91.05410175383042,-0.15076852620030046
360,5500,0.8,0.80_8,-0.13324061162188097,89.75426203683986,-0.1260481366609516
361,6000,0.8,0.80_8,-0.16290557308793524,90.46176287912614,-0.15805025764325362
362,6500,0.8,0.80_8,-0.16500065224501734,88.95225797306676,-0.15925080774319392
363,7000,0.8,0.80_8,-0.15022189363716332,89.83587610593722,-0.13847626772982838
364,7500,0.8,0.80_8,-0.13464558413955144,86.1617256527138,-0.12071961890013615
365,8000,0.8,0.80_8,-0.11715660646723734,83.03722054915039,-0.10266813902853258
366,8500,0.8,0.80_8,-0.09069302275807566,76.77340493420643,-0.08033256669324942
367,9000,0.8,0.80_8,-0.06776808155496483,72.37804223053496,-0.061096183445122194
368,9500,0.8,0.80_8,-0.0667998332076218,72.30207382615154,-0.06267349912734517
369,10000,0.8,0.80_8,-0.051958261621651035,71.1629387242252,-0.04899923826158373
370,10500,0.8,0.80_8,-0.14975541290538405,96.80188052244166,-0.10977111323297958
371,11000,0.8,0.80_8,-0.17232346901235585,111.48949878026156,-0.10238602726256447
372,11500,0.8,0.80_8,-0.18266801509490818,131.48395103556567,-0.08394035156465834
373,12000,0.8,0.80_8,-0.17805783629743197,138.44024563445288,-0.07297149587088886
374,12500,0.8,0.80_8,-0.10365995376081584,146.289857409024,-0.03668116724681157
375,13000,0.8,0.80_8,0.03622123937354923,155.88852874879214,0.01057314627780339
376,13500,0.8,0.80_8,0.04530547399403045,160.75719616191847,0.012495052943562467
377,14000,0.8,0.80_8,0.04205087989053859,160.89736130334444,0.011534339525153807
378,14500,0.8,0.80_8,0.030430608488940174,159.49799597057088,0.008359118443273653
379,15000,0.8,0.80_8,0.017715443250222195,157.59529754787766,0.004863946632100713
380,15500,0.8,0.80_8,0.006798569041560919,155.12639580586503,0.0018625495054418865
381,16000,0.8,0.80_8,0.003268957712433236,152.10141782746635,0.0008930518255563758
382,16500,0.8,0.80_8,0.007485749039987585,148.71135888291596,0.0020392363622180826
383,17000,0.8,0.80_8,0.017925595566012482,146.65008019742604,0.004859510405958813
384,17500,0.8,0.80_8,0.01961702401518891,143.64042198753654,0.00529704324666338
385,18000,0.8,0.80_8,0.04358080121312097,137.83971458950313,0.011789553589114179
386,18500,0.8,0.80_8,0.0793913097306844,131.46105101580116,0.021705428770868965
387,19000,0.8,0.80_8,0.07691831952059286,133.023268698012,0.021423386529118484
388,19500,0.8,0.80_8,0.08481071506330537,132.32928540503838,0.023734945326744028
389,20000,0.8,0.80_8,0.10430742915198711,129.60881439387202,0.029416721682759606
390,20500,0.8,0.80_8,0.12240435986227877,126.72089928997349,0.03461248945869373
391,21000,0.8,0.80_8,0.08785187772879166,146.4185535601132,0.023344893835341815
392,21500,0.8,0.80_8,0.1610100249771604,153.18698143951835,0.03962881111986708
393,22000,0.8,0.80_8,0.24297527857132362,154.44659465078539,0.05676114973316105
394,22500,0.8,0.80_8,0.19423446720072157,156.7765350012776,0.046055351895511014
395,23000,0.8,0.80_8,0.12695758194285028,160.43608128103537,0.030584334805425058
396,23500,0.8,0.80_8,0.07611406211855863,163.09699922464912,0.01857350525913064
397,24000,0.8,0.80_8,0.05528383862537545,162.92463410179118,0.013521158018619453
398,24500,0.8,0.80_8,0.045406304435063355,161.7968907642471,0.01110539109607582
399,25000,0.8,0.80_8,0.044330802107294946,160.45006118321487,0.010836409924225764
400,500,0.8,0.80_9,0.02467687969606459,12.627343182125397,0.021608693316220905
401,1000,0.8,0.80_9,-0.39845523954456435,27.62957557221963,-0.1704988249074455
402,1500,0.8,0.80_9,-0.32811302143148924,26.824319993727272,-0.2227323706389781
403,2000,0.8,0.80_9,-0.4717763462464452,48.68046697815333,-0.1497854250307491
404,2500,0.8,0.80_9,-0.1909858918429105,52.193902614527175,-0.07063144770638488
405,3000,0.8,0.80_9,-0.027110805399067704,55.350268026357426,-0.010295765864615048
406,3500,0.8,0.80_9,0.1313852902690385,61.01694681900434,0.04989178005655069
407,4000,0.8,0.80_9,0.2718499946472089,71.18422149955276,0.09501650540295128
408,4500,0.8,0.80_9,0.38055250963039833,87.88612861591452,0.09722027109716566
409,5000,0.8,0.80_9,0.6517996251485292,109.5993852477978,0.14395587671120597
410,5500,0.8,0.80_9,0.9487081277511832,133.888496347608,0.17269443596382636
411,6000,0.8,0.80_9,0.8508031030702231,122.61145987385908,0.15567813041532547
412,6500,0.8,0.80_9,0.9200456870817892,125.6989719347437,0.1766170235861833
413,7000,0.8,0.80_9,0.6438763687558305,114.45664508734247,0.15762952390567697
414,7500,0.8,0.80_9,0.10320169834711207,99.04241984033416,0.026644000660681445
415,8000,0.8,0.80_9,0.2279469101311906,103.923797550139,0.06089158297860332
416,8500,0.8,0.80_9,0.340982567981256,108.49559609886155,0.09752937333035423
417,9000,0.8,0.80_9,0.4253589292963765,112.39189858164698,0.1352572493026293
418,9500,0.8,0.80_9,0.2350319185207961,108.79211144396976,0.07404034970211412
419,10000,0.8,0.80_9,0.04738642651262343,125.50307281273122,0.010896396956603063
420,10500,0.8,0.80_9,0.11227846454367392,143.85899787988518,0.0225155915350192
421,11000,0.8,0.80_9,0.12821312670514642,148.77483106813827,0.02516837339344641
422,11500,0.8,0.80_9,0.008835033698253905,138.0034694534615,0.0018017250592808258
423,12000,0.8,0.80_9,-0.1349776345485013,124.46858043674855,-0.028530772854572752
424,12500,0.8,0.80_9,-0.1699042268157644,120.57589863733294,-0.03664235879362989
425,13000,0.8,0.80_9,-0.034858250367985205,132.8978967174508,-0.007495909558949467
426,13500,0.8,0.80_9,0.2979472995470415,163.29019010986687,0.06130219446904771
427,14000,0.8,0.80_9,0.1810383509949432,156.7598157162594,0.039544146344944936
428,14500,0.8,0.80_9,0.015786450582009143,144.6929282209175,0.0037020313346530394
429,15000,0.8,0.80_9,-0.10499602826121696,136.05795849144835,-0.02622053236922116
430,15500,0.8,0.80_9,-0.16344226066764547,131.72406480098672,-0.04283245888878297
431,16000,0.8,0.80_9,-0.24789323760056578,125.78052173524544,-0.06807070397574176
432,16500,0.8,0.80_9,-0.2955676129281642,121.89137168300415,-0.08312549381857232
433,17000,0.8,0.80_9,-0.21662111037861223,127.90690680119914,-0.06292623265200768
434,17500,0.8,0.80_9,-0.14380106512693752,134.3647168546717,-0.042504853561006084
435,18000,0.8,0.80_9,0.28207776276641927,166.92405655940757,0.07510747940379216
436,18500,0.8,0.80_9,0.6321135059518576,196.87665774054338,0.15627160821442895
437,19000,0.8,0.80_9,0.6740702525439414,208.8657775034596,0.1698568728313879
438,19500,0.8,0.80_9,0.4754888633895012,203.46172547042775,0.13163471316453682
439,20000,0.8,0.80_9,0.37996689440485437,205.37882977786424,0.11163125821312771
440,20500,0.8,0.80_9,0.24761363540591533,201.0744614541037,0.07853247176900231
441,21000,0.8,0.80_9,0.14266322294910996,197.88244889906477,0.048429990994673426
442,21500,0.8,0.80_9,0.1565671430473236,202.3786350921346,0.05490318855728738
443,22000,0.8,0.80_9,0.08576491355424384,202.30961618691697,0.03181343250986574
444,22500,0.8,0.80_9,0.02888649931287962,201.05711376420734,0.011318026224210992
445,23000,0.8,0.80_9,-0.018340000939033197,200.17748420604644,-0.0075619173431135
446,23500,0.8,0.80_9,-0.029782227409145986,200.5699826489388,-0.012836935993390777
447,24000,0.8,0.80_9,-0.04926468377793222,202.33131269478275,-0.021983980283595286
448,24500,0.8,0.80_9,0.050783634616613484,216.39628502588525,0.021382518155026474
449,25000,0.8,0.80_9,0.09653407553723854,226.27655638257943,0.03994975662781323
450,500,0.8,0.80_10,0.16364049535641967,17.666246017105447,0.1134581477600388
451,1000,0.8,0.80_10,-0.23188400650732424,28.78685523205993,-0.22112622283616726
452,1500,0.8,0.80_10,-0.30143433718183654,52.20116155964935,-0.18405230350537263
453,2000,0.8,0.80_10,-0.08899068606318153,94.58524684341614,-0.037517810261457715
454,2500,0.8,0.80_10,0.15867590939492165,146.65199077557972,0.04871620491726389
455,3000,0.8,0.80_10,0.5177324832356328,202.17832937970627,0.12404269519735567
456,3500,0.8,0.80_10,0.7583440616113849,221.58420665096412,0.16327160157761125
457,4000,0.8,0.80_10,1.2907336663924998,316.8316632982678,0.20812732391385738
458,4500,0.8,0.80_10,1.0295318402284084,282.70799227928933,0.16126686106600777
459,5000,0.8,0.80_10,0.8039684387448105,243.58532639047885,0.12578972972113045
460,5500,0.8,0.80_10,0.8897677879242784,248.19016551535213,0.13902088765919798
461,6000,0.8,0.80_10,1.3625736178173056,307.86376223612086,0.20242115868713784
462,6500,0.8,0.80_10,1.7591286194613975,378.5942438048264,0.25280404104850773
463,7000,0.8,0.80_10,0.6601874693540378,269.3582603803862,0.11329919220134119
464,7500,0.8,0.80_10,0.15335584083600257,218.15158682872388,0.029253471614075474
465,8000,0.8,0.80_10,-0.08881368716712841,192.8311980412314,-0.018056258191547964
466,8500,0.8,0.80_10,-0.26715570115244436,175.86930747252643,-0.058521654251147096
467,9000,0.8,0.80_10,-0.39786552275806386,163.18227654806154,-0.09199553877448438
468,9500,0.8,0.80_10,-0.4960337845851314,151.9801356293669,-0.11727708538778792
469,10000,0.8,0.80_10,-0.4850906795866372,152.10063014984513,-0.11565470153522384
470,10500,0.8,0.80_10,-0.4981414126264698,148.40006590573637,-0.11887595337652132
471,11000,0.8,0.80_10,-0.517036496321984,145.11183588735497,-0.12392370553931861
472,11500,0.8,0.80_10,-0.5434089385842547,139.1042459170033,-0.1299657485549594
473,12000,0.8,0.80_10,-0.5606472968025873,133.81952180585304,-0.1336688224642915
474,12500,0.8,0.80_10,-0.565197559288188,128.59484419736688,-0.13411046842076405
475,13000,0.8,0.80_10,-0.5059401242344075,125.21250875214258,-0.12054604812496242
476,13500,0.8,0.80_10,-0.465505985506696,125.70322582114545,-0.11274408703053629
477,14000,0.8,0.80_10,-0.41645584750426196,125.36063115693034,-0.10193658399271449
478,14500,0.8,0.80_10,-0.3479124337081485,124.51318154339576,-0.08648240203334771
479,15000,0.8,0.80_10,-0.3142906527809225,124.98330407976044,-0.07944443429550896
480,15500,0.8,0.80_10,-0.24717859744305337,124.11047527737738,-0.06327263416483443
481,16000,0.8,0.80_10,-0.16304220097414593,124.36806563811277,-0.04271191073242185
482,16500,0.8,0.80_10,-0.1371151203489097,124.94567420336905,-0.037220136511450654
483,17000,0.8,0.80_10,-0.116131878104806,127.02265518979941,-0.031804480356065964
484,17500,0.8,0.80_10,-0.07180739078285733,127.31787761988906,-0.019801383972558737
485,18000,0.8,0.80_10,-0.1159390547330995,139.18795459754125,-0.030246255101997438
486,18500,0.8,0.80_10,-0.09542043408554521,156.76894759701696,-0.02259826706449275
487,19000,0.8,0.80_10,-0.0690158109785037,159.81940229537634,-0.016047632418848875
488,19500,0.8,0.80_10,0.1977009671020528,201.87264585773437,0.04031547887917724
489,20000,0.8,0.80_10,0.21753009789897793,209.44115831978502,0.04378333337609389
490,20500,0.8,0.80_10,0.20258921086117374,209.3031747872234,0.04198988887780447
491,21000,0.8,0.80_10,0.6572947677555917,256.9964433033648,0.12782481393252104
492,21500,0.8,0.80_10,0.5767137673503744,257.15697606477454,0.11788314478370766
493,22000,0.8,0.80_10,0.6443594722346011,269.90085848754194,0.13645153843335803
494,22500,0.8,0.80_10,0.5269914663503369,268.07822225748396,0.11920897067711048
495,23000,0.8,0.80_10,0.3120133886766114,255.28783474680048,0.07687656596352672
496,23500,0.8,0.80_10,0.17294473635765606,246.548596319201,0.04522777562886695
497,24000,0.8,0.80_10,0.11337070905694928,241.95730611653818,0.030627637521641438
498,24500,0.8,0.80_10,0.06849712220810679,238.0180968623811,0.01895209579392963
499,25000,0.8,0.80_10,0.05103531382228688,235.53692296804155,0.014253963102358219
500,500,0.8,0.80_11,-1.4032881090600733,39.8329002927673,-0.21584219397158816
501,1000,0.8,0.80_11,-0.08441014452165606,43.119615881863155,-0.0243926298677873
502,1500,0.8,0.80_11,-0.07935152271846835,46.28082145214083,-0.03874739732493153
503,2000,0.8,0.80_11,-0.1857034831239967,59.089169359623284,-0.11671902251743195
504,2500,0.8,0.80_11,-0.2061121321326603,60.011222436951385,-0.17104177334856538
505,3000,0.8,0.80_11,-0.2190896656470313,59.41724945634972,-0.19362955513987182
506,3500,0.8,0.80_11,-0.2018014661600334,58.54184486547441,-0.17231327895240342
507,4000,0.8,0.80_11,-0.1475466614702616,52.792624211548755,-0.12478881706105659
508,4500,0.8,0.80_11,0.039252219583105895,90.36606184615924,0.012976915107814591
509,5000,0.8,0.80_11,0.125372172591635,86.86958230793984,0.03985273263187499
510,5500,0.8,0.80_11,0.5041177673753198,81.70849255004424,0.1410877678235645
511,6000,0.8,0.80_11,0.2825365920273516,94.3769549273242,0.0870414298293906
512,6500,0.8,0.80_11,0.6622617175866271,86.21310937978049,0.19086604972660143
513,7000,0.8,0.80_11,0.5522516274906121,112.3216050452778,0.1719126326155056
514,7500,0.8,0.80_11,0.48982379110585883,134.06726285844402,0.16388935616527978
515,8000,0.8,0.80_11,0.15725193859338996,165.40808768243528,0.06166927897083129
516,8500,0.8,0.80_11,0.0020722915020588593,179.81144852492505,0.0009298104146071939
517,9000,0.8,0.80_11,-0.11779099473115745,191.74497727587456,-0.059283715967015836
518,9500,0.8,0.80_11,-0.17699326827808068,197.5496526667052,-0.09668294869112919
519,10000,0.8,0.80_11,-0.217444988362122,200.88469460936963,-0.12398553766768489
520,10500,0.8,0.80_11,-0.24859452802500473,202.33677852683797,-0.14435517837705938
521,11000,0.8,0.80_11,-0.26364695103674785,200.72209893400395,-0.15323353458889324
522,11500,0.8,0.80_11,-0.26556637668064503,196.61539048187063,-0.15374634894735809
523,12000,0.8,0.80_11,-0.24625512219108545,197.3871285768314,-0.14172501864674034
524,12500,0.8,0.80_11,-0.2263020370229892,196.2819441594264,-0.12831937485533676
525,13000,0.8,0.80_11,-0.2085241587720466,192.3379302986599,-0.11686211537413195
526,13500,0.8,0.80_11,-0.19814725480593437,187.24925385628217,-0.11009578700439909
527,14000,0.8,0.80_11,-0.1652012954114278,184.3876579106432,-0.08945792711537297
528,14500,0.8,0.80_11,-0.13301598805039608,182.3180939604145,-0.06949946165266581
529,15000,0.8,0.80_11,-0.12532871614998214,176.97644963541714,-0.06499492109903042
530,15500,0.8,0.80_11,-0.11674166133535027,172.14969709834008,-0.06038830837907016
531,16000,0.8,0.80_11,-0.0959771617212109,166.605071033481,-0.049062286647818
532,16500,0.8,0.80_11,-0.03477574896524484,168.44612037331848,-0.016305747899117193
533,17000,0.8,0.80_11,0.035682377002327424,169.50300446373623,0.01509777903317337
534,17500,0.8,0.80_11,0.03313853600402508,165.64862141780273,0.01396368766430379
535,18000,0.8,0.80_11,0.04058968599880714,159.8495312640075,0.017043238108302522
536,18500,0.8,0.80_11,0.05753657188620759,153.09709072502469,0.024190119200591987
537,19000,0.8,0.80_11,0.07863831456419003,145.70294178226854,0.03319348428611947
538,19500,0.8,0.80_11,0.0965665739665338,140.15434580840875,0.04103348191989854
539,20000,0.8,0.80_11,0.11304545644257473,135.53295487635503,0.048344120013442515
540,20500,0.8,0.80_11,0.10604933745216799,139.8878365323993,0.04529731665820677
541,21000,0.8,0.80_11,0.12045324972009579,135.2691426924593,0.05144078152094983
542,21500,0.8,0.80_11,0.12611259276416031,135.45192969467797,0.053602177971700304
543,22000,0.8,0.80_11,0.1416966722766584,132.65119729144922,0.05955776215779366
544,22500,0.8,0.80_11,0.1569395607019078,129.00111013377102,0.06579106811855995
545,23000,0.8,0.80_11,0.17310526003317975,123.2832032155825,0.07268092148356034
546,23500,0.8,0.80_11,0.18932570530529672,118.1786971953104,0.0797701664961738
547,24000,0.8,0.80_11,0.21003275618572795,116.1025718407717,0.08716462295817265
548,24500,0.8,0.80_11,0.22848998903544993,110.86481553178035,0.09566159008762207
549,25000,0.8,0.80_11,0.23992455494980322,108.0769011895472,0.10228193711817955
550,500,0.8,0.80_12,-0.008952980393180912,22.48800887211263,-0.014234558556632842
551,1000,0.8,0.80_12,-0.062313059915680556,25.393312923484455,-0.21806486044755974
552,1500,0.8,0.80_12,0.024471844672292152,18.47733743165258,0.08125289155283764
553,2000,0.8,0.80_12,-0.001019642129571696,20.9586195388496,-0.0036614597391215987
554,2500,0.8,0.80_12,0.2396670741792751,-2.1582058280556637,0.305233805966582
555,3000,0.8,0.80_12,0.16894642957462683,6.94193215011795,0.2399483323099736
556,3500,0.8,0.80_12,0.12001942061913307,13.757339549291917,0.18278638940005554
557,4000,0.8,0.80_12,0.0882160974471607,17.876507135040214,0.13895379321672147
558,4500,0.8,0.80_12,0.07762770976276274,18.013560202682307,0.12168346175325623
559,5000,0.8,0.80_12,0.08557040720988854,18.780435413023092,0.12507716705847155
560,5500,0.8,0.80_12,0.0974013805589787,18.265517172669767,0.13119149113931292
561,6000,0.8,0.80_12,0.11773895069507746,12.864496011911502,0.1661525925256381
562,6500,0.8,0.80_12,0.08620997429852492,20.635767036382102,0.1372840087388023
563,7000,0.8,0.80_12,0.03614481084825313,33.00880681357755,0.06163434412004109
564,7500,0.8,0.80_12,-0.3553287310792065,132.741840460959,-0.2876895968305539
565,8000,0.8,0.80_12,-0.4630765918771548,171.07429040966696,-0.27450453016421134
566,8500,0.8,0.80_12,-0.38588598152379644,152.01260710372026,-0.23444559717907276
567,9000,0.8,0.80_12,-0.284411698988871,129.32942550578696,-0.18314931127897421
568,9500,0.8,0.80_12,-0.2732139545002086,127.71743476935242,-0.18900305632266506
569,10000,0.8,0.80_12,-0.1951759850076507,112.16876044664133,-0.14500800702607858
570,10500,0.8,0.80_12,-0.12648369498108006,99.04492955960133,-0.1013091137442767
571,11000,0.8,0.80_12,-0.08659476491865081,91.83749938499771,-0.07617058419841968
572,11500,0.8,0.80_12,-0.07926788567594083,90.99331867079904,-0.0743998737856501
573,12000,0.8,0.80_12,-0.042031891468283546,84.83503073757208,-0.04321927624715052
574,12500,0.8,0.80_12,-0.007518994941377565,79.53676252781516,-0.008507977384875349
575,13000,0.8,0.80_12,-0.028592450803198263,83.13135952299554,-0.034837759057593
576,13500,0.8,0.80_12,-0.052270467701353886,87.3746756011304,-0.06602962245474708
577,14000,0.8,0.80_12,-0.0593533291452574,89.34273412328199,-0.07579352945382345
578,14500,0.8,0.80_12,-0.035542322911790304,86.07261189427517,-0.0480789224836061
579,15000,0.8,0.80_12,-0.011307189514422517,82.98585206766312,-0.016238434971137673
580,15500,0.8,0.80_12,-0.07135627210565401,91.92867381333531,-0.10161075404185223
581,16000,0.8,0.80_12,-0.18621637351989093,113.5718010491758,-0.20735613891527038
582,16500,0.8,0.80_12,-0.42902376843987844,173.85022865599203,-0.2778688072620184
583,17000,0.8,0.80_12,-0.5288872156040973,211.87282282281575,-0.2743788123455345
584,17500,0.8,0.80_12,-0.5893438387416765,247.57793454508405,-0.2591329331717505
585,18000,0.8,0.80_12,-0.5681975626657549,239.69235659057634,-0.2498018219583092
586,18500,0.8,0.80_12,-0.5391423375263905,232.05532213617937,-0.23784435848237806
587,19000,0.8,0.80_12,-0.514201216125368,227.13465790587472,-0.2287254787709335
588,19500,0.8,0.80_12,-0.5070893730768161,231.88929790809755,-0.22410607747264327
589,20000,0.8,0.80_12,-0.4845206046440562,229.9790205891335,-0.21251304477399402
590,20500,0.8,0.80_12,-0.4632206435386609,225.0463572155436,-0.20319550231093716
591,21000,0.8,0.80_12,-0.4391383803244134,231.51470484676847,-0.18727419971667789
592,21500,0.8,0.80_12,-0.41938602683269743,258.1488982600485,-0.16333772960865353
593,22000,0.8,0.80_12,-0.4055184508449462,261.87730574411063,-0.1533940750969563
594,22500,0.8,0.80_12,-0.37974989482062915,269.644556324569,-0.13872361608675823
595,23000,0.8,0.80_12,-0.3738856742397277,264.1367121436305,-0.1362454680724132
596,23500,0.8,0.80_12,-0.362386344783409,259.15989237054424,-0.13193628072428792
597,24000,0.8,0.80_12,-0.3456114855348131,254.43225101150026,-0.12594866547788314
598,24500,0.8,0.80_12,-0.32962489392580835,250.62781419788573,-0.12035494704355058
599,25000,0.8,0.80_12,-0.31153717226140837,246.89064856971743,-0.11413886536028924
600,500,0.8,0.80_13,2.0142428739404905,54.572484469489936,0.25319616830475467
601,1000,0.8,0.80_13,-0.726712955275408,48.741110129340164,-0.25852269205148526
602,1500,0.8,0.80_13,-0.5952198333167861,49.360749418276946,-0.2573925528378171
603,2000,0.8,0.80_13,-0.38267297947604123,40.509232975420346,-0.16726878115359756
604,2500,0.8,0.80_13,-0.01869914478628525,32.63929354954099,-0.01312797784191028
605,3000,0.8,0.80_13,-0.4202820423288445,42.28473842458784,-0.2965806683001099
606,3500,0.8,0.80_13,-0.3485898373167544,45.36889594557433,-0.2375464094071326
607,4000,0.8,0.80_13,-0.5789320507546944,63.67850158406702,-0.2291256617247523
608,4500,0.8,0.80_13,-0.4046543757315665,61.71954311153324,-0.1703128150088937
609,5000,0.8,0.80_13,-0.292445209290211,64.89297094651111,-0.11818309260199623
610,5500,0.8,0.80_13,-0.1311318529017379,65.5757237532726,-0.05737486608662764
611,6000,0.8,0.80_13,-0.025865449449296668,67.15216954471232,-0.012403232539633987
612,6500,0.8,0.80_13,-0.037097033980212094,68.04907619775496,-0.018885732471144483
613,7000,0.8,0.80_13,-0.1089421911279619,77.59034012705246,-0.04569835322341756
614,7500,0.8,0.80_13,-0.13054497839356752,101.36214901453504,-0.03777160428433891
615,8000,0.8,0.80_13,-0.053609094805494716,107.95568969472522,-0.014443253449434852
616,8500,0.8,0.80_13,-0.017141131250743444,109.51220540058922,-0.004399845596095522
617,9000,0.8,0.80_13,-0.005506469235735065,106.65374886466222,-0.0014066489137814556
618,9500,0.8,0.80_13,0.06910042367322043,106.24585603617106,0.01786953228825017
619,10000,0.8,0.80_13,0.14547120158329885,109.31142446696059,0.04129478980493945
620,10500,0.8,0.80_13,0.15252217920281783,110.6831124527199,0.04703892319679581
621,11000,0.8,0.80_13,-0.29702094926633343,102.34127130899537,-0.0854393465812755
622,11500,0.8,0.80_13,-0.25964659466978557,121.75525832091523,-0.06428327979503158
623,12000,0.8,0.80_13,-0.10930915402907285,142.52091801031128,-0.024553100566187033
624,12500,0.8,0.80_13,0.36502371241286374,199.91943346274277,0.06917989743632258
625,13000,0.8,0.80_13,0.2950753144314948,198.3695842604717,0.05703629897252738
626,13500,0.8,0.80_13,0.526692373052267,223.5619125556675,0.10088773085007628
627,14000,0.8,0.80_13,0.31031926585821545,207.23465236907003,0.06332715978962944
628,14500,0.8,0.80_13,0.239088139645772,199.36429179928896,0.049866034532319234
629,15000,0.8,0.80_13,0.27638004476406747,201.65449948709153,0.05885430258146408
630,15500,0.8,0.80_13,0.18356416921749988,193.0102670504223,0.04006296532253227
631,16000,0.8,0.80_13,0.10151127951158731,184.92314838742308,0.02252765152597984
632,16500,0.8,0.80_13,0.06256201021814257,178.98379059248668,0.013908672491595948
633,17000,0.8,0.80_13,0.06476345103407022,177.2907278427615,0.014387507737626613
634,17500,0.8,0.80_13,0.0688136118285808,173.0955696989734,0.015234085888924446
635,18000,0.8,0.80_13,0.09237213957886425,171.22260024896366,0.020463287299211035
636,18500,0.8,0.80_13,0.1476423664501884,169.62098178130867,0.03301228416440656
637,19000,0.8,0.80_13,0.23004593768851753,169.7807417825735,0.05317313824854618
638,19500,0.8,0.80_13,0.22756721224719909,170.15997454342013,0.055749956557355304
639,20000,0.8,0.80_13,0.12622348613969658,171.69563498496024,0.03152648326739801
640,20500,0.8,0.80_13,0.08909008753491081,175.23622454886893,0.02214067202521237
641,21000,0.8,0.80_13,0.13802586213473733,175.0361675619028,0.034706854073581914
642,21500,0.8,0.80_13,0.18580732734425642,175.62471404258207,0.048029425202232655
643,22000,0.8,0.80_13,0.21965151721611417,176.41692556078237,0.05873825458660825
644,22500,0.8,0.80_13,0.2172446887485392,176.8871343734452,0.05948322096192881
645,23000,0.8,0.80_13,0.2547689458143433,177.73315614337955,0.07094037272430019
646,23500,0.8,0.80_13,0.3050913886409114,178.80155819028565,0.08757910594954404
647,24000,0.8,0.80_13,0.33084742464596695,179.62178728129788,0.09990245101105182
648,24500,0.8,0.80_13,0.29488335783713887,178.91128087239144,0.0925277608840834
649,25000,0.8,0.80_13,0.2933288682048625,179.51896565644557,0.0939037203820455
650,500,0.8,0.80_14,-0.9258113066111094,39.030753212668195,-0.33649336621985304
651,1000,0.8,0.80_14,-0.5723240183275363,41.52529551324782,-0.31275283669691883
652,1500,0.8,0.80_14,-0.31132343927158473,57.009820961225756,-0.07844549248040503
653,2000,0.8,0.80_14,0.34017071855455866,43.21973281898927,0.1246234255709825
654,2500,0.8,0.80_14,0.17524268696324352,51.28915877897943,0.07444188960772831
655,3000,0.8,0.80_14,-0.09523634926215994,72.45477585931927,-0.026205481002926852
656,3500,0.8,0.80_14,-0.01837908200891962,76.46993253979728,-0.0041832098972517115
657,4000,0.8,0.80_14,0.14333024023752616,83.10273178488943,0.030890638245404924
658,4500,0.8,0.80_14,0.3763988595126921,98.66315527493457,0.06461030515407128
659,5000,0.8,0.80_14,0.28795282317037235,94.80797679776778,0.05017664452281411
660,5500,0.8,0.80_14,0.20681931220026958,92.37748330735667,0.03713450953684784
